title,authors,year,doi,primary_category,secondary_categories,evidence_level,tags,clinical_significance,key_findings,sample_size,mortality_count,qtc_data,herg_data,electrolyte_data,contraindications,dosing_range,route,source_pdf,journal,aliases,source_url,pmid,pmcid,open_access,publisher,body_format,issn,filepath
Clare Wilkins at Psychedelic Science 2017: Novel Approach to Methadone Detox,"Wilkins, Clare",2017,,GREEN,BLUE; RED,case-report,topic/protocol; topic/opioid; topic/cardiac; topic/harm-reduction; topic/withdrawal; method/clinical-trial; method/qualitative,high,ICEERS cumulative dosing protocol; ibogaine as adaptogen at lower doses; QTc monitoring throughout; 20 months methadone-free outcome; extensive Q&A with Paul Glue and audience,1,,true,false,false,,Cumulative low-dose over 6 weeks: 1mg/kg → 3mg/kg → 5mg/kg; peak 500mg dose; highest QTc 444ms at hour 3,oral,not-applicable,,Wilkins 2017 PS; MAPS 2017 Methadone Talk,https://www.youtube.com/watch?v=Tg0U0cm4NHg,,,unknown,,academic-retained,,Primary_Sources/2017_PS_Clare_Wilkins_Methadone_Detox.md
Clare Wilkins on MYEBOGA Podcast (2020): 800+ Treatments and Community Reflections,"Wilkins, Clare; Albert, Lee",2020,,WHITE,GREEN; RED,primary-source,topic/protocol; topic/harm-reduction; topic/adverse-event; topic/cardiac; topic/history; topic/parkinsons; method/qualitative,high,800+ treatments facilitated; cumulative dosing protocol development after fatality analysis; orthomolecular medicine integration; GITA restructuring; Parkinson's treatment case studies emerging; community fragmentation and need for unity,800,,false,false,false,,,,not-applicable,,Wilkins 2020 MYEBOGA; MYEBOGA Episode 3,https://www.listennotes.com/podcasts/myeboga/myeboga-conversations-ep-3-Apfe320mOPj/,,,unknown,,narrative,,Primary_Sources/2020_MYEBOGA_Clare_Wilkins_Interview.md
"Clare Wilkins at Microdose 2021: A Holotropic Perspective on Networks, Fissures, and Reciprocity","Wilkins, Clare",2021,,WHITE,PURPLE,primary-source,topic/history; topic/harm-reduction; topic/protocol; topic/phenomenology; method/qualitative,moderate,"Lotsoff's advice: 'Watch QT intervals'; community trauma and division post-Howard's death; three 15-year life phases—trauma, using, ibogaine work",,,false,false,false,,,,not-applicable,,Wilkins 2021 Microdose; Holotropic Perspective Talk,http://www.youtube.com/watch?v=xKAD0Rd7HA,,,unknown,,academic-retained,,Primary_Sources/2021_Microdose_Clare_Wilkins_Holotropic_Perspective.md
Professor Jan Bastiaans and the Ibogaine Saga,"Wachtel, Boaz",2025,,WHITE,GREEN; BLUE,primary-source,topic/history; topic/opioid; topic/harm-reduction; topic/policy; method/qualitative,moderate,Firsthand account of ibogaine's formative years (1988–1993) in the Netherlands; documents Bastiaans as first psychiatrist to recognise ibogaine's trauma-healing potential underlying addiction recovery,,,false,false,false,,,,Other/Wachtel2025_Bastiaans_Ibogaine_Historical_Account.pdf,,Wachtel 2025; Bastiaans Ibogaine Historical Account,,,,true,,vault-analytical,,Primary_Sources/Wachtel2025_Bastiaans_Ibogaine_Historical_Account.md
Ibogaine & Eboga Experiences: First-Person Accounts from the MyEboga Community,"Albert, Lee (compiler)",2008,,PURPLE,WHITE,qualitative,topic/phenomenology; topic/opioid; topic/alcohol; topic/stimulant; topic/withdrawal; method/qualitative,moderate,"12 first-person ibogaine experience reports (6 chemical dependence, 6 non-chemical dependence) documenting visionary phases, childhood memory recall, fear processing, and sustained post-treatment shifts",,,false,false,false,,,,Other/Albert2008_MyEboga_Experience_Reports.pdf,,MyEboga Experiences; MyEboga Compilation; Ibogaine Experience Reports,,,,true,,vault-analytical,,Other/Albert2008_MyEboga_Experience_Reports.md
Expert Testimony: Kentucky Opioid Abatement Advisory Commission Public Hearing,"Alper, Kenneth",2023,,WHITE,,review,topic/opioid; topic/policy; topic/history; topic/protocol; topic/adverse-event; topic/cardiac; topic/electrolytes; topic/mechanism; topic/withdrawal; method/review,high,Medical ethnography validates lay ibogaine opioid detox. 19 autopsies show deaths preventable with cardiac monitoring. Ibogaine is NOT an opioid agonist—novel mechanism.,,,false,false,false,,,,Other/Alper2023_Expert_Testimony_KY.pdf,Kentucky Opioid Abatement Advisory Commission Public Hearing,Alper 2023; Alper Kentucky Testimony; KY OAAC Testimony,,,,true,,vault-analytical,,Other/Alper2023_Expert_Testimony_KY.md
He Took a Psychedelic to Cure His Addiction. It Was His Last Trip,"Busby, Mattha",2024,,RED,,journalism,topic/adverse-event; topic/protocol; topic/policy; method/journalism,high,"Rolling Stone investigation: 49-year-old American died at Beond clinic Cancún. Documents industry safety failures, inadequate screening, regulatory gaps in unregulated ibogaine treatment settings.",1,1,false,false,false,,undisclosed (ibogaine flood dose + booster),oral,Other/Busby2024_Beond_Death_Investigation.pdf,Rolling Stone,Busby 2024; Busby; Beond Death Investigation,,,,true,,narrative,,Other/Busby2024_Beond_Death_Investigation.md
The Ibogaine Story — Chapter 1: The War With the Junkies,"De Rienzo, Paul; Beal, Dana",1997,,WHITE,,qualitative,topic/history; topic/policy; topic/harm-reduction; topic/opioid; method/qualitative,low,"Documents the cultural war between the counterculture pot movement and heroin infiltration of the NYC underground press/music scene (1978–1980), establishing the political conditions that drove ibogaine development.",,,false,false,false,,,,Other/DeRienzo1995_Ibogaine_Story.txt,,De Rienzo 1997 Ch1; Ibogaine Story Chapter 1; War With the Junkies,,,,true,,narrative,,Other/DeRienzo1995_Ibogaine_Story_Ch1.md
The Ibogaine Story — Chapter 10: Carlo Contoreggi,"De Rienzo, Paul; Beal, Dana",1995,,WHITE,GREEN,qualitative,topic/policy; topic/history; topic/protocol; topic/harm-reduction; topic/opioid; method/qualitative,moderate,Contoreggi — first government clinician to witness ibogaine treatments. Dragonheart case: $500/day heroin addict transformed in 2 weeks. Jaffee/Sharpe study debunked by Glick.,,,false,false,false,,,,Other/DeRienzo1995_Ibogaine_Story.txt,,De Rienzo 1995 Ch10; Ibogaine Story Chapter 10; Carlo Contoreggi Chapter; Dragonheart Case,,,,true,,narrative,,Other/DeRienzo1995_Ibogaine_Story_Ch10.md
The Ibogaine Story — Chapter 11: Geerte F.,"De Rienzo, Paul; Beal, Dana",1995,,PURPLE,WHITE; GREEN,qualitative,topic/phenomenology; topic/opioid; topic/protocol; topic/harm-reduction; topic/history; method/qualitative,moderate,"Geerte's two ibogaine treatments (1989, 1991). DASH (Dutch Addict Self-Help) founded. Ten treatments using Bwiti-informed ritual protocol. Relapse analysis: social environment outweighs pharmacology.",10,,false,false,false,Resistance/fight-or-flight response can compromise treatment (Geerte's first treatment); Sound hypersensitivity during treatment requires quiet environment; Social environment of active users post-treatment is primary relapse risk,Weight-adjusted oral ibogaine HCl; allergy dose then full dose,oral,Other/DeRienzo1995_Ibogaine_Story.txt,,De Rienzo 1995 Ch11; Ibogaine Story Chapter 11; Geerte Chapter; DASH Dutch Addict Self-Help,,,,true,,narrative,,Other/DeRienzo1995_Ibogaine_Story_Ch11.md
The Ibogaine Story — Chapter 12: VALIS,"De Rienzo, Paul; Beal, Dana",1995,,PURPLE,WHITE; ORANGE,qualitative,topic/phenomenology; topic/history; topic/policy; topic/mechanism; topic/protocol; mechanism/nicotinic-receptor; topic/serotonin; method/qualitative,moderate,VALIS as gnostic framework for ibogaine phenomenology. Cerebellar hypothesis — addiction as deep conditioning. Baker: first HIV+ treatment. Lamontia: first rigorous follow-up. REM-like EEG data.,,,false,false,false,,"35mg methadone detox (Lamontia); 125mg methadone detox (unnamed); 80mg methadone + $250 heroin/day (Baker) — describes addiction burden treated, not ibogaine dose",oral,Other/DeRienzo1995_Ibogaine_Story.txt,,De Rienzo 1995 Ch12; Ibogaine Story Chapter 12; VALIS Chapter; Carol Baker Treatment; Mark Lamontia Treatment,,,,true,,academic-retained,,Other/DeRienzo1995_Ibogaine_Story_Ch12.md
The Ibogaine Story — Chapter 13: Bwiti,"De Rienzo, Paul; Beal, Dana",1995,,PURPLE,WHITE; ORANGE,qualitative,topic/phenomenology; topic/traditional-use; topic/history; topic/efficacy; topic/opioid; topic/stimulant; topic/mechanism; method/qualitative,moderate,Bwiti cosmogony as experiential framework for ibogaine visions. VALIS/Gnostic parallels to Fang ancestral memory. Lamontia off 35mg methadone in 3 days. Ibogaine/cocaine efficacy consensus (1992).,,,false,false,false,,,not-applicable,Other/DeRienzo1995_Ibogaine_Story_Ch13.txt,,De Rienzo 1995 Ch13; Ibogaine Story Chapter 13; Bwiti; VALIS and Bwiti; Fibonacci Doorway,,,,true,,narrative,,Other/DeRienzo1995_Ibogaine_Story_Ch13.md
The Ibogaine Story — Chapter 14: Time Is a Child at Play,"De Rienzo, Paul; Beal, Dana",1995,,ORANGE,WHITE; PURPLE; RED,qualitative,topic/mechanism; topic/adverse-event; topic/history; topic/policy; topic/phenomenology; topic/harm-reduction; topic/sleep; mechanism/kappa-opioid; method/qualitative,high,"Cerebellar reset hypothesis drawing on Heath, Harlow, Prescott, chaos theory. One ibogaine-associated fatality (23yo female, Germany 1993). REM-like random activation as addiction interrupt.",,1,false,false,false,Concurrent opioid use during or after ibogaine treatment (German case: heroin use 22hrs post-dosing caused fatal respiratory depression); Inadequate screening and motivation assessment (patient reportedly did not want to quit); Unsupervised access to drugs during treatment period,"1800mg initial + 600mg booster (German case, Bastiaans protocol)",oral,1995/DeRienzo1995_Ibogaine_Story_Ch14.pdf,,De Rienzo 1995 Ch14; Ibogaine Story Chapter 14; Time Is a Child at Play; Cerebellar Reset Hypothesis,,,,true,,narrative,,Other/DeRienzo1995_Ibogaine_Story_Ch14.md
The Ibogaine Story — Chapter 15: Molliver's Travels,"De Rienzo, Paul; Beal, Dana",1995,,ORANGE,WHITE; RED,qualitative,topic/mechanism; topic/toxicity; topic/cardiac; topic/adverse-event; topic/history; topic/policy; topic/harm-reduction; topic/sleep; method/qualitative,high,"1993 FDA Advisory Panel: Molliver-Mash confrontation over cerebellar toxicity (rats vs primates). Purkinje cell excitotoxicity, vincristine comparison, REM-reset hypothesis. ACT UP organising.",,,false,false,false,Cerebellar Purkinje cell loss at sub-lethal doses in rats (100 mg/kg = 10-15% loss; 25 mg/kg = <1%); Trunkal ataxia during treatment (vestibular disruption via vermis excitation); Potential thalamic and locus coeruleus secondary excitotoxicity at high doses,"100 mg/kg sub-lethal in rats (~80% LD50); 25 mg/kg minimal toxicity in rats; 16–18 mg/kg estimated standard human dose; FDA-approved trial doses 1, 2, and 5 mg/kg",oral,1995/DeRienzo1995_Ibogaine_Story_Ch15.pdf,,De Rienzo 1995 Ch15; Ibogaine Story Chapter 15; Molliver's Travels; 1993 FDA Ibogaine Hearing,,,,true,,vault-analytical,,Other/DeRienzo1995_Ibogaine_Story_Ch15.md
The Ibogaine Story — Chapter 16: The Passover Plot,"De Rienzo, Paul; Beal, Dana",1995,,WHITE,ORANGE; PURPLE,qualitative,topic/history; topic/mechanism; topic/phenomenology; topic/toxicity; topic/harm-reduction; topic/policy; topic/traditional-use; mechanism/kappa-opioid; method/qualitative,moderate,Gnostic sacrament lineage from Zoroastrian haoma through Mithras to medieval suppression. Molliver primate safety data (no toxicity 150mg/kg oral). Sisko NIDA speech and Baltimore advocacy.,,,false,false,false,Seizures observed with intraperitoneal ibogaine injection in primates (Linda Aronhoff disclosure),150 mg/kg oral (no toxicity in primates); 50 mg/kg i.p. required to duplicate ataxia in primates,oral,1995/DeRienzo1995_Ibogaine_Story_Ch16.pdf,,De Rienzo 1995 Ch16; Ibogaine Story Chapter 16; The Passover Plot; Haoma and Harmaline; Gnostic Sacrament Hypothesis,,,,true,,vault-analytical,,Other/DeRienzo1995_Ibogaine_Story_Ch16.md
The Ibogaine Story — Chapter 17: Cures Not Wars,"De Rienzo, Paul; Beal, Dana",1995,,WHITE,ORANGE; PURPLE; GREEN,qualitative,topic/history; topic/policy; topic/harm-reduction; topic/protocol; topic/mechanism; topic/phenomenology; mechanism/kappa-opioid; method/qualitative,moderate,"Documents May 1994 NIDA Phase I/II protocol design session (60-subject cohort, nested dose run-up). NAS report endorsed ACT UP demands. Molliver primate data: no toxicity 150mg/kg oral. Kappa NDE model, endogenous nor-harman discovery.",,,false,false,false,Women excluded from initial Phase I/II trial (greater sensitivity across species); HIV+ or TB+ excluded from initial protocol; Seizures observed with intraperitoneal ibogaine injection in primates; Extreme caution in aged (rapid healing from sleep restoration could trigger latent antigens),"150mg, 300mg, 600mg, 900mg, possible 1200mg (nested dose run-up); 150mg/kg oral no toxicity in primates; 50mg/kg i.p. required for ataxia in primates",oral,1995/DeRienzo1995_Ibogaine_Story_Ch17.pdf,,De Rienzo 1995 Ch17; Ibogaine Story Chapter 17; Cures Not Wars; NIDA Protocol Design 1994,,,,true,,academic-retained,,Other/DeRienzo1995_Ibogaine_Story_Ch17.md
The Ibogaine Story — Chapter 18: Deborah Mash's Brain,"De Rienzo, Paul; Beal, Dana",1995,,WHITE,RED; ORANGE; BLUE,qualitative,topic/history; topic/policy; topic/pharmacokinetics; topic/noribogaine; topic/opioid; topic/harm-reduction; topic/mechanism; topic/adverse-event,moderate,"Detailed insider account of 1994-95 NIDA ibogaine review, Panama treatments, Mash's noribogaine pharmacokinetics, three ibogaine-associated deaths, and political forces that blocked the Phase I/II trial.",,3,false,false,false,Pre-existing coronary artery disease (80% arterial sclerosis cited as contraindication violation in Baumann death); Concurrent opioid use at time of dosing (opiates in urine at time of Baumann treatment); CYP2D6 slow metaboliser status (prolonged noribogaine exposure implicated in Nicola K. death); Female sensitivity — lower dosing recommended (split dosing used for Nancy's third treatment),"8–31 mg/kg oral (range across Panama treatments); FDA approved Miami protocol at 8 mg/kg; Baumann used ~half recommended dose; Nancy received 25, 29–31, and split 10+20 mg/kg across three treatments",oral,1995/DeRienzo1995_Ibogaine_Story_Ch18.pdf,,De Rienzo 1995; Ibogaine Story Chapter 18; Deborah Mash's Brain; Staten Island Project,,,,true,,vault-analytical,,Other/DeRienzo1995_Ibogaine_Story_Ch18.md
The Ibogaine Story — Chapter 2: Howard Lotsof,"De Rienzo, Paul; Beal, Dana",1997,,WHITE,PURPLE; ORANGE,qualitative,topic/history; topic/opioid; topic/mechanism; topic/traditional-use; topic/policy; method/qualitative,moderate,Documents Lotsof's 1962–63 ibogaine discovery: 5 of 7 addicts quit heroin/cocaine involuntarily for 6+ months; Isbell's 1955 MK-Ultra sub-therapeutic trials at Lexington; ibogaine's Schedule I placement linked to Rockefeller/methadone politics.,,,false,false,false,,~1 g oral for 150 lb person (threshold ~6 mg/kg); Isbell used sub-therapeutic 250 mg,oral,Other/DeRienzo1995_Ibogaine_Story.txt,,De Rienzo 1997 Ch2; Ibogaine Story Chapter 2; Howard Lotsof Chapter,,,,true,,narrative,,Other/DeRienzo1995_Ibogaine_Story_Ch2.md
The Ibogaine Story — Chapter 3: Dhoruba Moore,"De Rienzo, Paul; Beal, Dana",1997,,WHITE,,qualitative,topic/history; topic/policy; topic/harm-reduction; topic/opioid; method/qualitative,low,"Documents Black Panther anti-heroin activism, COINTELPRO targeting, French Connection heroin politics, and Lincoln Detox acupuncture origins as racial-political context of addiction treatment.",,,false,false,false,,,,Other/DeRienzo1995_Ibogaine_Story.txt,,De Rienzo 1997 Ch3; Ibogaine Story Chapter 3; Dhoruba Moore Chapter; Black Panthers Heroin Chapter,,,,true,,narrative,,Other/DeRienzo1995_Ibogaine_Story_Ch3.md
The Ibogaine Story — Chapter 4: Dana Beal,"De Rienzo, Paul; Beal, Dana",1997,,WHITE,PURPLE,qualitative,topic/history; topic/policy; topic/harm-reduction; topic/opioid; topic/phenomenology; method/qualitative,low,"Dana Beal biography from Kent State to Reagan era: YIPPIE/White Panther merger, smoke-in movement, McGovern confrontation on CIA heroin, ALD-52 vision at Spokane, and the political trajectory from marijuana activism to ibogaine advocacy.",,,false,false,false,,,,Other/DeRienzo1995_Ibogaine_Story.txt,,De Rienzo 1997 Ch4; Ibogaine Story Chapter 4; Dana Beal Chapter,,,,true,,narrative,,Other/DeRienzo1995_Ibogaine_Story_Ch4.md
The Ibogaine Story — Chapter 5: The Staten Island Project,"De Rienzo, Paul; Beal, Dana",1995,,WHITE,ORANGE,qualitative,topic/history; topic/policy; topic/opioid; topic/mechanism; topic/harm-reduction; method/qualitative,moderate,"Origins of ibogaine development 1981-1986: Lotsof's literature review, three patent filings (morphine, alcohol, cocaine/amphetamine), NIDA rejections, and Clouet's early mechanistic validation.",,,false,false,false,,"6–19 mg/kg oral (from original patent #4,499,096)",oral,Other/DeRienzo1995_Ibogaine_Story.txt,,De Rienzo 1995 Ch5; Ibogaine Story Chapter 5; Staten Island Project Chapter; Lotsof Patent History,,,,true,,narrative,,Other/DeRienzo1995_Ibogaine_Story_Ch5.md
